,time,open,high,low,close,tick_volume,spread,real_volume
309,1764930300,180.406,180.468,180.403,180.433,344,10,0
310,1764930600,180.433,180.513,180.433,180.502,333,10,0
311,1764930900,180.503,180.51,180.44,180.461,331,10,0
312,1764931200,180.462,180.462,180.426,180.451,280,10,0
313,1764931500,180.451,180.524,180.451,180.488,353,10,0
314,1764931800,180.488,180.504,180.443,180.478,340,10,0
315,1764932100,180.479,180.493,180.444,180.466,400,10,0
316,1764932400,180.464,180.506,180.443,180.506,409,10,0
317,1764932700,180.506,180.525,180.469,180.497,354,10,0
318,1764933000,180.497,180.523,180.497,180.517,320,10,0
319,1764933300,180.516,180.535,180.499,180.515,309,10,0
320,1764933600,180.514,180.527,180.476,180.502,316,10,0
321,1764933900,180.501,180.516,180.48,180.501,344,10,0
322,1764934200,180.502,180.527,180.499,180.502,312,10,0
323,1764934500,180.502,180.524,180.473,180.522,251,10,0
324,1764934800,180.522,180.525,180.489,180.492,266,10,0
325,1764935100,180.491,180.523,180.478,180.511,299,10,0
326,1764935400,180.512,180.525,180.494,180.51,234,10,0
327,1764935700,180.51,180.554,180.498,180.545,285,10,0
328,1764936000,180.546,180.562,180.539,180.547,290,10,0
329,1764936300,180.55,180.643,180.539,180.634,294,10,0
330,1764936600,180.633,180.685,180.633,180.685,375,10,0
331,1764936900,180.688,180.723,180.673,180.714,380,10,0
332,1764937200,180.713,180.728,180.701,180.724,256,10,0
333,1764937500,180.724,180.724,180.664,180.679,252,10,0
334,1764937800,180.678,180.722,180.676,180.685,277,10,0
335,1764938100,180.683,180.683,180.631,180.655,270,10,0
336,1764938400,180.655,180.669,180.625,180.638,318,10,0
337,1764938700,180.637,180.741,180.637,180.692,298,10,0
338,1764939000,180.693,180.72,180.678,180.704,366,10,0
339,1764939300,180.703,180.753,180.698,180.746,376,10,0
340,1764939600,180.748,180.757,180.719,180.743,331,10,0
341,1764939900,180.742,180.764,180.72,180.722,216,10,0
342,1764940200,180.722,180.745,180.716,180.726,241,10,0
343,1764940500,180.725,180.725,180.675,180.683,325,10,0
344,1764940800,180.682,180.715,180.678,180.706,216,10,0
345,1764941100,180.707,180.718,180.692,180.716,283,10,0
346,1764941400,180.715,180.718,180.669,180.699,297,10,0
347,1764941700,180.697,180.726,180.674,180.726,279,10,0
348,1764942000,180.726,180.726,180.696,180.708,256,10,0
349,1764942300,180.708,180.726,180.683,180.688,243,10,0
350,1764942600,180.687,180.699,180.661,180.665,273,10,0
351,1764942900,180.666,180.697,180.659,180.686,324,10,0
352,1764943200,180.686,180.701,180.668,180.698,389,9,0
353,1764943500,180.698,180.721,180.689,180.717,313,9,0
354,1764943800,180.718,180.743,180.714,180.717,276,9,0
355,1764944100,180.719,180.754,180.711,180.753,298,9,0
356,1764944400,180.757,180.808,180.742,180.742,403,9,0
357,1764944700,180.741,180.779,180.719,180.737,383,9,0
358,1764945000,180.737,180.776,180.723,180.723,311,9,0
359,1764945300,180.726,180.75,180.691,180.707,291,9,0
360,1764945600,180.707,180.748,180.689,180.734,347,9,0
361,1764945900,180.733,180.756,180.721,180.755,297,9,0
362,1764946200,180.754,180.779,180.746,180.769,234,9,0
363,1764946500,180.768,180.812,180.764,180.8,389,9,0
364,1764946800,180.802,180.814,180.775,180.783,407,9,0
365,1764947100,180.783,180.797,180.741,180.755,353,9,0
366,1764947400,180.755,180.794,180.748,180.773,333,9,0
367,1764947700,180.774,180.781,180.754,180.756,317,9,0
368,1764948000,180.757,180.801,180.755,180.792,350,9,0
369,1764948300,180.792,180.796,180.726,180.742,314,9,0
370,1764948600,180.743,180.798,180.742,180.785,473,9,0
371,1764948900,180.788,180.843,180.782,180.816,401,9,0
372,1764949200,180.816,180.818,180.751,180.792,461,9,0
373,1764949500,180.793,180.802,180.762,180.773,396,9,0
374,1764949800,180.773,180.829,180.756,180.826,379,9,0
375,1764950100,180.826,180.836,180.81,180.826,357,9,0
376,1764950400,180.827,180.852,180.795,180.846,403,9,0
377,1764950700,180.848,180.882,180.837,180.838,412,9,0
378,1764951000,180.84,180.844,180.756,180.78,394,9,0
379,1764951300,180.778,180.813,180.778,180.81,340,9,0
380,1764951600,180.805,180.819,180.753,180.769,343,9,0
381,1764951900,180.77,180.845,180.764,180.833,317,9,0
382,1764952200,180.83,180.853,180.804,180.833,492,9,0
383,1764952500,180.831,180.882,180.818,180.845,454,9,0
384,1764952800,180.845,180.884,180.842,180.87,500,9,0
385,1764953100,180.873,180.897,180.831,180.858,449,9,0
386,1764953400,180.857,180.893,180.828,180.836,460,9,0
387,1764953700,180.837,180.854,180.809,180.833,442,9,0
388,1764954000,180.831,180.877,180.798,180.857,514,9,0
389,1764954300,180.855,180.914,180.849,180.89,523,9,0
390,1764954600,180.892,180.895,180.792,180.827,513,9,0
391,1764954900,180.827,180.866,180.818,180.852,426,9,0
392,1764955200,180.853,180.874,180.811,180.851,467,9,0
393,1764955500,180.85,180.883,180.84,180.858,404,9,0
394,1764955800,180.859,180.92,180.856,180.918,424,9,0
395,1764956100,180.918,180.921,180.827,180.834,378,9,0
396,1764956400,180.834,180.835,180.764,180.793,418,9,0
397,1764956700,180.793,180.887,180.778,180.874,432,9,0
398,1764957000,180.872,180.887,180.837,180.837,456,9,0
399,1764957300,180.838,180.869,180.83,180.837,510,9,0
400,1764957600,180.835,180.852,180.782,180.8,437,9,0
401,1764957900,180.801,180.837,180.754,180.754,455,9,0
402,1764958200,180.756,180.837,180.749,180.81,597,9,0
403,1764958500,180.806,180.848,180.796,180.816,485,9,0
404,1764958800,180.817,180.836,180.791,180.798,503,9,0
405,1764959100,180.802,180.824,180.784,180.809,357,9,0
406,1764959400,180.809,180.817,180.764,180.781,483,9,0
407,1764959700,180.781,180.789,180.699,180.7,415,9,0
408,1764960000,180.7,180.709,180.666,180.709,425,9,0
409,1764960300,180.708,180.726,180.676,180.685,381,9,0
410,1764960600,180.687,180.706,180.673,180.684,351,9,0
411,1764960900,180.681,180.698,180.668,180.677,344,9,0
412,1764961200,180.676,180.689,180.648,180.68,384,9,0
413,1764961500,180.674,180.72,180.674,180.716,349,20,0
414,1764961800,180.716,180.723,180.679,180.711,294,20,0
415,1764962100,180.712,180.726,180.704,180.713,304,20,0
416,1764962400,180.714,180.746,180.71,180.745,284,20,0
417,1764962700,180.746,180.757,180.724,180.729,271,20,0
418,1764963000,180.73,180.771,180.728,180.76,327,20,0
419,1764963300,180.759,180.761,180.731,180.759,296,20,0
420,1764963600,180.758,180.772,180.749,180.762,289,20,0
421,1764963900,180.765,180.777,180.75,180.767,309,20,0
422,1764964200,180.766,180.805,180.766,180.786,302,20,0
423,1764964500,180.788,180.813,180.771,180.809,355,20,0
424,1764964800,180.811,180.82,180.793,180.806,359,20,0
425,1764965100,180.807,180.836,180.807,180.836,245,20,0
426,1764965400,180.837,180.849,180.807,180.814,238,20,0
427,1764965700,180.82,180.832,180.802,180.813,289,20,0
428,1764966000,180.814,180.829,180.804,180.819,261,20,0
429,1764966300,180.821,180.835,180.818,180.831,215,20,0
430,1764966600,180.831,180.834,180.804,180.809,247,20,0
431,1764966900,180.808,180.817,180.794,180.809,230,20,0
432,1764967200,180.811,180.813,180.798,180.81,251,20,0
433,1764967500,180.809,180.813,180.788,180.795,245,20,0
434,1764967800,180.797,180.815,180.795,180.801,287,20,0
435,1764968100,180.802,180.811,180.785,180.785,336,20,0
436,1764968400,180.785,180.803,180.775,180.783,416,20,0
437,1764968700,180.781,180.791,180.763,180.789,256,20,0
438,1764969000,180.789,180.817,180.781,180.814,184,20,0
439,1764969300,180.815,180.815,180.792,180.813,245,20,0
440,1764969600,180.814,180.82,180.799,180.809,258,20,0
441,1764969900,180.81,180.813,180.775,180.777,179,20,0
442,1764970200,180.776,180.791,180.772,180.786,194,20,0
443,1764970500,180.785,180.788,180.763,180.769,195,20,0
444,1764970800,180.771,180.777,180.759,180.765,181,20,0
445,1764971100,180.766,180.794,180.752,180.794,195,20,0
446,1764971400,180.792,180.808,180.791,180.799,278,20,0
447,1764971700,180.805,180.828,180.795,180.799,281,20,0
448,1764972000,180.799,180.815,180.794,180.794,286,20,0
449,1764972300,180.793,180.797,180.771,180.78,203,20,0
450,1764972600,180.783,180.793,180.771,180.784,172,20,0
451,1764972900,180.783,180.796,180.773,180.782,164,20,0
452,1764973200,180.781,180.785,180.766,180.784,204,20,0
453,1764973500,180.785,180.791,180.776,180.787,178,20,0
454,1764973800,180.786,180.79,180.774,180.786,141,20,0
455,1764974100,180.786,180.817,180.783,180.814,192,20,0
456,1764974400,180.815,180.817,180.795,180.801,276,20,0
457,1764974700,180.801,180.808,180.776,180.779,182,20,0
458,1764975000,180.78,180.788,180.769,180.776,324,20,0
